"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","ReadCount","Length"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","105","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","106","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","107","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","108","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","109","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","110","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","111","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","112","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","113","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","114","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","115","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","116","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","117","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","118","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","119","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","120","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","121","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","122","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","123","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","124","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","125","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","126","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","127","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","128","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","129","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","130","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","131","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","132","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","133","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","134","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","135","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","136","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","137","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","138","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","139","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","140","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","141","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","142","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","143","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","144","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","145","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","146","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","147","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","148","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","149","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","150","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","151","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","152","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","153","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","154","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","155","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","156","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","157","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","158","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","159","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","160","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","161","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","162","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","163","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","164","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","165","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","166","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","167","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","168","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","169","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","170","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","171","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","172","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","173","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","174","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","175","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","176","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","177","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","178","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","179","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","180","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","181","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","182","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","183","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","184","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","185","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","186","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","187","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","188","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","189","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","190","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","191","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","192","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","193","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","194","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","195","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","196","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","197","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","198","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","199","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","200","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","201","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","202","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","203","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","204","102"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","205","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","206","68"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","207","184"
"C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm\logs.txt","C:\Users\zzyxa\OneDrive\Desktop\Digital Forensics Autopsy\df-mod3-sdm","logs.txt","C","Microsoft.PowerShell.Core\FileSystem","208","68"
